0	Grays Wall	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=3	This wall is in property owned by USFS. Be respectful.This wall is located opposite the backside of Military situated between the tunnel and the parking area for Military Wall. The Cove bouldering area can be found uphill from the route Coexistence. Drive 0.6 miles from the tunnel past a steep, right hairpin turn and look for a pulloff on the right. Hike uphill to the cliff on the left to a fairly obvious outcrop where the first route can be found. Wall Sun: Unknown
17	Left Flank	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=6	This wall is in property owned by USFS. Be respectful.Drive 1.0 miles east past Nada Tunnel on KY 77 to the bottom of the hill. Park at the large gravel parking lot on the left. This is the trailhead for Martin's Fork and is marked so by a Forest Service sign. Hike across the road and walk back toward the tunnel. You will see the trailhead for Military Wall and Left Flank on your left. Walk across the wooden bridge then continue staight. The trail to Military Wall will branch off to your right about 20 feet after crossing the bridge. Continue ahead on the trail. Cross the stream with some stepping stones and hike up the hill using the obvious trail on your left. Follow the trail uphill for a few minutes to reach the base of Left Flank. If you cross another bridge, you've walked too far. Wall Sun: All day.
41	Military Wall	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=4	This wall is in property owned by USFS. Be respectful.Drive 1.0 miles east past Nada Tunnel on KY 77 to the bottom of the hill. Park at the large gravel parking lot on the left. Hike across the road and walk back toward the tunnel. You will see the trailhead for Military Wall and Left Flank on your left. To access Military Wall, walk across the small footbridge and take the trail as it branches off to the right about 100 feet after the bridge. Wall Sun: Late afternoon.
9	Raven Rock	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=7	This wall is in property owned by USFS. Be respectful.Drive 0.7 miles east on KY 77 from the Martin's Fork (Military Wall) parking lot. Cross the steel bridge and park immediately on your right. Walk across the road and back across the steel bridge. You cannot miss Raven Rock to your right. It is the huge monolith. Turn right on the gravel road which leads to some houses. Follow the road which immediately curves right through the community and begins to head up to Raven Rock. To get to the routes, either bushwhack straight up to the cliff from the field or hike the road. For the latter option, stay on the muddy road to the backside of Raven, then walk up the deteriorated paved section. Continue along the switchbacks past an old gate until you near the top. When you reach a sharp right turn and the main face of Raven is on your left about 100 feet away, contour left to the rock. Wall Sun: Morning
6	Spring Wall	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=1	This wall is in property owned by USFS. Be respectful.Locate a pulloff on the right which has spring water coming out of a pipe. Park at the next pulloff on the right past the spring. Hike up the ridge of the hill on your right, and angle several hundred feet to the cliff. Wall Sun: Unknown
97	Tunnel Wall	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=2	This wall is in property owned by USFS. Be respectful.For the next set of routes in the area, continue 0.6 miles up KY 77 from Spring Wall to Nada Tunnel. After the tunnel, about 200 yards and past an overhang on the left, park in a small pulloff on the right. Wall Sun: Unknown
194	Asylum Wall	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=37	This wall is in property owned by USFS. Be respectful.Drive down County Road 1067 1.2 miles past the intersection with Forest Service Road 9. At a sharp right bend in the road you will see an obvious monolithic buttress across Red River to the southwest. This buttress is Jailhouse Rock. Drive 0.6 miles until you near a curve on the left. Park on the right just before the curve. Hike northwest up a ridge along the left side of the hollow, following an old fence line. Walk around the right side of a lower cliff band and locate a larger wall on up the hollow. Wall Sun: Unknown
308	Backside Wall	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=27	This wall is in property owned by USFS. Be respectful.Drive 1.4 miles down County Road 1067 from the steel bridge on KY 77 (1.2 miles from the Long Wall parking area). The gravel road changes to asphalt at the Menifee and Powell county line. About a mile farther is a farmhouse and barn on the left and a gravel road on the right (Forest Service Road 9). Turn down that road and proceed 1.1 miles and cross a bridge. This brings you to the intersection of 9A and 9B. Turn right on 9B and drive 2.9 miles to a low concrete bridge which crosses the East fork of Indian Creek. Drive across the bridge and park immediately on the right near a Forest Service gate. Walk around the gate and follow the logging road for 150 feet, then turn left (uphill to the north), and angle right to a limestone band. Scramble up through a break in the band which is marked by a large tree. Continue up to a large outside corner with two separate roofs. To reach the remaining routes, follow the logging road to the east for about 0.5 miles, passing a small pond, and stop at a clearing on the left side of the road. Locate a second old logging road and follow it up and left (north) to the main cliff. Adjacent to the buttress on the right (southeast) end of this section of rock are three closely spaced towers. The third one is the most distinct, and can be spotted on a topographic map. Wall Sun: Unknown
188	Bear Wollor Hollor	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=23	This wall is in property owned by USFS. Be respectful.Drive 1.4 miles down County Road 1067 from the steel bridge on KY 77 (1.2 miles from the Long Wall parking area). The gravel road changes to asphalt at the Menifee and Powell county line. About a mile farther is a farmhouse and barn on the left and a gravel road on the right (Forest Service Road 9). Turn down that road and proceed 1.1 miles and cross a bridge. This brings you to the intersection of 9A and 9B. Drive 1.5 miles down 9B after it's intersection with 9A. Park in a small pull-off on the right. Cross the East Fork of Indian Creek to the east of the parking area via the concrete dam and ford. Immediately turn right and follow a dirt road for about 150 yards or so until it begins to go uphill. In that vicinity you'll see what appears to be a three way fork. Take the right hand fork, cross a small stream, then follow a well defined logging road that angles left and up the hollor. When this road intersects a level logging road, turn left, hike for a few yards and spot a ravine on your right which is clogged by a huge boulder. Make the short hike up to the rock and try to spot Conquest. Wall Sun: Unknown
423	Bee Branch Rock	https://www.redriverclimbing.com/RRCGuide/?type=wall&id=39	This wall is in property owned by USFS. Be respectful.Drive 3.9 miles down County Road 1067past its intersection with ForestService Road 9 (2.7 miles past AsylumWall and 6.5 miles from the steelbridge near Raven Rock). The road willturn sharply to the left but you willturn sharply to the right onto a gravelroad. You may see a painted rock onyour right that reads "Red RiverGorge" with an arrow pointing inthe direction you came from. Followthe gravel road along Spaas Creek untilyou come to a large camping area nearsome pine trees. Park or continue onif you have a 4-wheel drive vehicle.Cross the creek and continue hiking the road (crossing it six times in the process) until you come to a meadow with an old road branching off to the right. Hike up through some trees on the left and take the left of two logging roads uphill. Follow the road and look for a pinnacle known as "J-Rock" as it bends right and fades out. The main wall is just past the pinnacle. Wall Sun: Unknown
