19	On the Road	https://www.redriverclimbing.com/RRCGuide/?type=route&id=9	Trad	100	5.9-	3	This route is the dihedral just left of a small pinnacle.	1	11	
20	Hang Over	https://www.redriverclimbing.com/RRCGuide/?type=route&id=10	Trad	40	5.7	0	Hike left from On the Road to a wet gully. Climb the gully to a ledge with a rockhouse. The crack is on the left edge of the rockhouse.	2	6	
21	Never Again	https://www.redriverclimbing.com/RRCGuide/?type=route&id=11	Trad	0	5.9	0		3	12	
22	Coexistence	https://www.redriverclimbing.com/RRCGuide/?type=route&id=12	Sport	50	5.12b	4	From the parking area walk back up the road toward the tunnel to the hairpin. Hike uphill following a faint path and find this route on the rock to the right.	4	31	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/56100924edc14
23	Keys in the Back of a Cadillac	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3488	Trad	140	5.11d	3	Park as for grays wall (currently park right before the ''bump" sign) hike uphill slightly to the left until you come across a 20ft dihedral capped by a roof. Climb the dihedral and traverse the roof to a ledge (a bit dirty at the moment but the more traffic the cleaner it becomes) Pitch 2: Wide crack all the way too the right on the ledge. Climb on crappy quality rock for about 30 feet to another ledge. Pitch 3: This is the money pitch! Directly above pitch 2 is a beautiful dihedral with a thin fingers crack leading to a 12 foot roof which opens to hand/fist size and has some fun gymnastical moves then leads back to some face climbing to another ledge. Here i recommend breaking it into a fourth pitch to reduce rope drag for the last 20 feet to the top.	5	26	
25	To Defy the Laws of Tradition	https://www.redriverclimbing.com/RRCGuide/?type=route&id=20	Sport	60	5.10a	4	From the top of the trail, head left and around the corner about 100 feet past several bolted lines until you reach this striking line on an orange face just left of a bolted arete.	1	16	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/582b29a2a8feb,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4ed583cd32ece,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4ed583a3a8612,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4ed58386bfcb8,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/475581a2eade1,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46dd38e735590,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/matt_defy.jpg,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4398f07838927
26	Too Many Puppies	https://www.redriverclimbing.com/RRCGuide/?type=route&id=22	Sport	60	5.12a	4.53	This is the arete 25 feet right of To Defy The Laws of Tradition. Pull through a tough start then tech your way up the left face of the arete. Make the switch out right when you need to and enjoy the crux finish.	2	30	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/59bab3079dcb1,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4ed5834c3d6b5,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4ed58314e9119,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4ed582e1acfe9,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e1da2c41a8c9
27	Fast Food Christians	https://www.redriverclimbing.com/RRCGuide/?type=route&id=621	Sport	0	5.10a	2.49	Walk right and around the corner from Too Many Puppies to a slabby section of the wall containing a few bolted lines. This is the line furthest left and begins with a tough start.	3	16	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/528a520fd331b
28	Face Up to That Crack	https://www.redriverclimbing.com/RRCGuide/?type=route&id=23	Mixed	70	5.8-	3.55	Move right to the next bolted line. This route begins at about the middle of the buttress. Take a medium sized piece of gear to protect the runout or just run it out.	4	8	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/56ed672fedc4f,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fe5c01ccce7e,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e300d1343c0e,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46c2cb29cbfa0,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45c1036b3f315,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4534d73118677,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/439a21b516646,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4398fd6862138
29	Mr. Bungle	https://www.redriverclimbing.com/RRCGuide/?type=route&id=24	Sport	60	5.8+	2.97	This route ascends the blunt arete 25 feet to the right of Face Up to That Crack.	5	10	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4dff8f92886c6,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46c2cbb071e1b,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46c2cb7bdd9d9,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43b95f408b947
30	Maypop	https://www.redriverclimbing.com/RRCGuide/?type=route&id=25	Sport	50	5.11a	2.86	This is the face about 10 feet right of Mr. Bungle. The line has a history of popping holds which has made the grade a bit stiffer.	6	23	
31	Brother Stair	https://www.redriverclimbing.com/RRCGuide/?type=route&id=71	Sport	40	5.9	2.51	This is the next corner 25 feet right of Maypop. Begin with a tough start then continue up the arete on somewhat sandy holds.	7	12	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4dff907c3cca0,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4dff90681fa8c,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4d9a1ba14394e,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46c483e56cd9d,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/brotherstair.jpg
32	Infectious	https://www.redriverclimbing.com/RRCGuide/?type=route&id=72	Sport	50	5.12b	4.58	This route is located 75 feet right of Brother Stair on a blunt arete. The first bolt of this route is missing. Stick clip the second. Route is indicated by an obvious flake midway up. Tackle the start and keep the flame going until you reach the anchors.	8	31	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/564c040aaa7c0,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/53d69dd7cc864,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/448d9cf1937f4
33	Birthday Party	https://www.redriverclimbing.com/RRCGuide/?type=route&id=73	Trad	75	5.9	2.67	To the right of Infectious is a right arching dihedral with a mossy slab to its right. This route ascends the slab using protection in an iron oxide pocket on the face. ''R" rated route.	9	12	
34	Unsportsmanlike Conduct	https://www.redriverclimbing.com/RRCGuide/?type=route&id=74	Trad	50	5.11c	4.14	This route is located around the next buttress from Birthday Party. Look for an obvious crack splitting an overhanging face. Start on the boulder in front of the route then step into the crack. Smudge over the low roof then pinch, lock, and crimp to reach a dirty rest. Try to get some gear in then climb easy but dirty rock to slings around a tree.	10	25	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/580f7dc1a1c8f,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/562d89faaf741
35	Stunning the Hog	https://www.redriverclimbing.com/RRCGuide/?type=route&id=75	Sport	45	5.12d	4.9	This severely overhanging route is located right of Unsportsmanlike Conduct, Begin on the ledge. Bust through some of the coolest holds in the Red making a difficult clip along the way. Don't forget to breath.	11	33	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/571e661dbd143,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/529167c7cd246,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4d375a5e7c4f7
36	Sex Farm	https://www.redriverclimbing.com/RRCGuide/?type=route&id=76	Sport	50	5.12b	4.45	Directly right of Stunning the Hog is this left angling route. Climb sustained moves through pockets and crimps to the anchors.	12	31	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/44b78b870f23a
37	Gumby Unicorn	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3318	Trad	30	Unknown	4.47	The awe inspiring left angling crack beginning beneath Aqueduct Pocket. This long standing project deemed too treacherous and mind blowing by many has finally been put to rest. The use of delicate smears, insecure jams and fairy dust is required to reach the summit of this futuristic King Line. Others claimed to have climbed the route prior to Hoctor and Sweeney's ascent but were obviously lying.	12	9999	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/592ccd2b823e1,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/58f7af9ad9aa0,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/55359afe46db9,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/551d374061913
38	Aquaduck Pocket	https://www.redriverclimbing.com/RRCGuide/?type=route&id=77	Sport	50	5.11b	3.36	This route is located on the the wall 60 feet right of Sex Farm which overhangs in the beginning then turns vertical. Boulder the start then continue up easier face to the anchors.	13	24	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/aquaduct_pocket.jpg
39	Relaxed Atmosphere	https://www.redriverclimbing.com/RRCGuide/?type=route&id=78	Sport	60	5.11c	3.25	This route is located about 10 feet right of Aquaduck Pocket. Begin on a ramp and boulder the start to gain the vertical and easier face.	14	25	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/relaxedatmosphere.jpg
40	Third World Lover	https://www.redriverclimbing.com/RRCGuide/?type=route&id=79	Sport	60	5.11c	3	This route is located about 10 feet right of Relaxed Atmosphere. It is the rightmost route on this wall. Begin far left of the first bolt and gun through a sequential traverse on surprisingly not so good holds. Crank up and over the lip and relax on easier ground to the anchors.	15	25	
41	Hen-ry!	https://www.redriverclimbing.com/RRCGuide/?type=route&id=80	Sport	50	5.11b	4	This route is located on a blunt arete 150 feet right of the previous three routes. Tiptoe and stretch through delicate moves to the anchors.	16	24	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/hen-ry.jpg
42	Trad Boy Go	https://www.redriverclimbing.com/RRCGuide/?type=route&id=81	Trad	70	5.11a	3	This route is located 30 feet right of Hen-ry! and ascends the thin crack beginning in a black, spherical alcove. More fun than it looks.	17	23	
43	Table of Colors, direct start	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1099	Sport	80	5.13b	4.72	This climb is located 75 feet right of Hen-ry! in an overhanging wall with large boulders at its base. The original start begins just right of a 20 foot high seam and heads left at the shelf. The direct (and more difficult) start begins about 15 feet left of the seam.	18	38	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5a0e3d1fae745
44	Table of Colors, original version	https://www.redriverclimbing.com/RRCGuide/?type=route&id=82	Sport	80	5.13a	4.83	This climb is located 75 feet right of Hen-ry! in an overhanging wall with large boulders at its base. The original start begins just right of a 20 foot high seam and heads left at the shelf. The direct (and more difficult) start begins about 15 feet left of the seam.	19	37	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5a0e3d0c2a338,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/571599abd6a74,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bd22bc4c863a,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4990a3d671918,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/bberlier_table.jpg
45	Mercy, the Huff	https://www.redriverclimbing.com/RRCGuide/?type=route&id=83	Sport	80	5.12b	4.84	This route shares the first bolt of the original start of Table of Colors, then heads right.	20	31	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5773261df3aa9,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/571599d0eaa46,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51cba6e85e0cd,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fba3991e85d5,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fba395963e18,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e1de9759d042,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e1dad8b170d0,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/450a9e816cc48
46	The Dinosaur	https://www.redriverclimbing.com/RRCGuide/?type=route&id=84	Sport	65	5.12d	4.24	This route begins on top of a huge boulder 15 feet right of Mercy, the Huff. Move up and tackle a low crux by stepping right (short folks) or straight up (lucky folks). Save some gas for the high redpoint crux.	21	33	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/55b8643f38908,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/55b8642fecc7a
47	Wild, Yet Tasty	https://www.redriverclimbing.com/RRCGuide/?type=route&id=85	Sport	50	5.12a	3.78	This route begins 15 feet right of The Dinosaur. Begin on the huge boulder and step into the crack system. Ascend the dihedral then move left onto the face. Climb up and through a powerful and crimpy crux to gain more positive holds for the rest of the way. Don't shake on the runout!	22	30	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/55aa8a9c71a18,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/55aa8a4545ef2,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c8955a25498c,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bd18eb05612f,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/wildyet.jpg
49	In the Light	https://www.redriverclimbing.com/RRCGuide/?type=route&id=40	Sport	55	5.10c	3.55	As you near the cliff from the approach trail, a buttress will appear to the right. Three routes can be found on the short, pocketed, southwestern face of the buttress. This is the first of the three. Chains are hard to clip if you're short.	1	18	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bc3a9ec60900,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/inthelight.jpg
50	Sunshine	https://www.redriverclimbing.com/RRCGuide/?type=route&id=39	Sport	50	5.9+	3.13	This is the route directly left of In The Light.	2	13	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/sunshine.jpg
51	Moonbeam	https://www.redriverclimbing.com/RRCGuide/?type=route&id=38	Sport	50	5.9	3.14	This is the route directly to the left of Sunshine.	3	12	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5a1b8d85a2c17,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e3647c5a6f07,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e36421d51ea8,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4e3641c1800d5,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4d49ef3c3e5d4,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/moonbeam.jpg
52	Decays Way	https://www.redriverclimbing.com/RRCGuide/?type=route&id=37	Trad	60	5.7	2.26	This climb ascends the face and crack to the left of Moonbeam. A variation to the route was climbed by Dave Lantis in 1995. It traverses right from the small ledge two thirds of the way up and angles up and right.	4	6	
53	Top-roper's Route	https://www.redriverclimbing.com/RRCGuide/?type=route&id=766	Trad	50	5.2	3		5	1	
54	Stay Left	https://www.redriverclimbing.com/RRCGuide/?type=route&id=36	Sport	50	5.10a	2.34	This is the bolted route to the left and around the corner from Moonbeam and almost on top of Mercy Miss Percy.	6	16	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/stayleft.jpg
55	Mercy Miss Percy	https://www.redriverclimbing.com/RRCGuide/?type=route&id=35	Sport	50	5.9	2.17	This route is located directly opposite Possum Lips on a dirty looking face.	7	12	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/597200bd433f8,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/mercymiss.jpg
56	Possum Lips	https://www.redriverclimbing.com/RRCGuide/?type=route&id=34	Sport	40	5.10d	3.73	This slab route is located to the right of the arete which marks the start of the overhanging pocketed face on which Fuzzy Undercling is located.	8	19	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51cba63f0d43f,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4f0b406bd4adb,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/Possum.jpg
57	Fuzzy Undercling	https://www.redriverclimbing.com/RRCGuide/?type=route&id=33	Sport	60	5.11b	4.47	This is the first route on the obvious overhanging pocketed face. It begins directly to the left of an arete. Boulder the start then pull on plates and jugs to the top.	9	24	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51cba6751aebb,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bd22a70aab3d
58	Tissue Tiger	https://www.redriverclimbing.com/RRCGuide/?type=route&id=32	Sport	60	5.12b	4.55	This route is located just left of Fuzzy Undercling. It is the second route from the right on the obvious overhanging pocketed wall. Climb through jugs and pockets then rest up for the high crux near the Africa shaped feature.	10	31	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/59a4ae597a68a,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bd18eecec834,http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46966dc616f66
59	Gung Ho	https://www.redriverclimbing.com/RRCGuide/?type=route&id=31	Sport	60	5.12b	4.76	This is the bolted route left of Tissue Tiger. Boulder the start then climb through pumpy pockets to a nice rest. Crank through the high crux then clip the chains.	11	31	http://redriverclimbing.com/RRCGuide/phpThumb.php?src=img/gungho.jpg
